_id,location,title,price
"ObjectId(""5ef8a7f29b57885c8c5fdec7"")",福田区·福田中心,整租·彩福大厦 1室0厅,5000
"ObjectId(""5ef8a7f29b57885c8c5fdec9"")",宝安区·新安,整租·福城·前海新纪元 1室1厅,3000
"ObjectId(""5ef8a7f39b57885c8c5fdecb"")",福田区·皇岗 距4号线(龙华线)-福田口岸站1.1km,整租·星河华居 2室1厅,6200
"ObjectId(""5ef8a8029b57885c8c5fded3"")",福田区·八卦岭,整租·城市主场 1室0厅,3800
"ObjectId(""5ef8a8039b57885c8c5fded6"")",龙华区·龙华中心,整租·青年城邦园 1室1厅,3500
"ObjectId(""5ef8a8039b57885c8c5fded8"")",宝安区·碧海 距11号线-碧海湾站1.2km,整租·玉湖湾 3室1厅,6200
"ObjectId(""5ef8a8039b57885c8c5fdeda"")",龙岗区·龙岗中心城,整租·招商依山郡 1室0厅,1300
"ObjectId(""5ef8a8049b57885c8c5fdedc"")",龙岗区·龙岗中心城 距3号线(龙岗线)-爱联站64m,整租·名居广场 3室1厅,4500
"ObjectId(""5ef8a80b9b57885c8c5fdee0"")",南山区·南山中心 距1号线(罗宝线)-桃园站626m,整租·友邻公寓 1室0厅,4000
"ObjectId(""5ef8a80c9b57885c8c5fdee2"")",南山区·科技园,整租·松坪村西区三期 2室1厅,5200
"ObjectId(""5ef8a80c9b57885c8c5fdee4"")",福田区·梅林 距4号线(龙华线)-上梅林站668m,整租·凯丰花园二期 3室2厅,7500
"ObjectId(""5ef8a80d9b57885c8c5fdee7"")",罗湖区·螺岭,整租·东门168 1室0厅,2400
"ObjectId(""5ef8a80d9b57885c8c5fdee9"")",南山区·南头,整租·仓前锦福苑 1室1厅,2600
"ObjectId(""5ef8a8159b57885c8c5fdeed"")",南山区·西丽,整租·万科云城 4室2厅,14000
"ObjectId(""5ef8a8169b57885c8c5fdeef"")",福田区·莲花 距3号线(龙岗线)-莲花村站50m,整租·莲花二村 2室1厅 跃层,3800
"ObjectId(""5ef8a8169b57885c8c5fdef3"")",龙华区·龙华中心 距4号线(龙华线)-龙华站1.1km,整租·锦绣御园 2室2厅,5500
"ObjectId(""5ef8a8169b57885c8c5fdef5"")",宝安区·翻身 距5号线(环中线)-翻身站61m,整租·富源商贸中心 3室2厅,6800
"ObjectId(""5ef8a8169b57885c8c5fdef7"")",福田区·福田中心 距1号线(罗宝线)-购物公园站401m,整租·城中雅苑 2室2厅,11000
"ObjectId(""5ef8a8179b57885c8c5fdef9"")",南山区·南山中心 距9号线-荔林站508m,整租·汇宾广场 3室1厅,6700
"ObjectId(""5ef8a81f9b57885c8c5fdeff"")",福田区·福田中心,整租·彩天名苑 1室0厅,4000
"ObjectId(""5ef8a81f9b57885c8c5fdf01"")",龙岗区·龙岗中心城,整租·非凡空间 1室1厅,2800
"ObjectId(""5ef8a81f9b57885c8c5fdf03"")",龙岗区·龙岗双龙 距3号线(龙岗线)-南联站146m,整租·鹏达摩尔城 3室3厅,3500
"ObjectId(""5ef8a8209b57885c8c5fdf05"")",龙华区·龙华中心 距4号线(龙华线)-龙华站883m,整租·金玲花园 2室1厅,3300
"ObjectId(""5ef8a8209b57885c8c5fdf07"")",南山区·南头,整租·豪方天际花园 5室2厅,11000
"ObjectId(""5ef8a82d9b57885c8c5fdf0e"")",盐田区·沙头角,整租·东部山海家园 5室2厅,8800
"ObjectId(""5ef8a82d9b57885c8c5fdf10"")",龙岗区·横岗 距3号线(龙岗线)-横岗站737m,整租·卓越弥敦道 3室2厅,4900
"ObjectId(""5ef8a82e9b57885c8c5fdf12"")",宝安区·沙井 距11号线-沙井站1.1km,整租·华盛西荟城4期 2室2厅,4100
"ObjectId(""5ef8a82e9b57885c8c5fdf14"")",南山区·南头,整租·前海东岸 2室1厅,7300
"ObjectId(""5ef8a82e9b57885c8c5fdf16"")",南山区·华侨城 距1号线(罗宝线)-世界之窗站391m,整租·世纪假日广场 1室1厅,5800
"ObjectId(""5ef8a82e9b57885c8c5fdf18"")",龙岗区·布吉关,整租·龙威花园二期 1室1厅,3200
"ObjectId(""5ef8a8379b57885c8c5fdf21"")",福田区·梅林 距4号线(龙华线)-上梅林站700m,整租·凯丰花园二期 2室1厅,7000
"ObjectId(""5ef8a8389b57885c8c5fdf23"")",南山区·深圳湾,整租·太古城南 1室1厅,7200
"ObjectId(""5ef8a8389b57885c8c5fdf25"")",龙岗区·布吉南岭,整租·大世纪水山缘 1室1厅,2800
"ObjectId(""5ef8a8479b57885c8c5fdf2a"")",福田区·梅林 距9号线-梅景站140m,整租·梅林苑 2室1厅,5200
"ObjectId(""5ef8a8479b57885c8c5fdf2d"")",龙岗区·龙岗双龙,整租·深房传麒尚林 3室2厅,3600
"ObjectId(""5ef8a8479b57885c8c5fdf2f"")",南山区·蛇口,整租·海境界家园一期 2室2厅,8850
"ObjectId(""5ef8a8479b57885c8c5fdf31"")",南山区·蛇口 距2号线(蛇口线)-东角头站1km,整租·围仔山花园 3室2厅,5800
"ObjectId(""5ef8a8479b57885c8c5fdf33"")",南山区·科技园 距1号线(罗宝线)-深大站494m,整租·科苑居 1室0厅,4300
"ObjectId(""5ef8a8489b57885c8c5fdf35"")",福田区·黄木岗 距7号线-黄木岗站677m,整租·华富北屋村 3室2厅,3500
"ObjectId(""5ef8a8589b57885c8c5fdf3e"")",宝安区·西乡,整租·新安市场 1室1厅,2100
"ObjectId(""5ef8a8599b57885c8c5fdf40"")",龙岗区·布吉水径,整租·万科麓山 3室2厅,5000
"ObjectId(""5ef8a8599b57885c8c5fdf42"")",龙岗区·坂田 距5号线(环中线)-五和站830m,整租·万科四季花城六期 6室3厅,9000
"ObjectId(""5ef8a8599b57885c8c5fdf44"")",宝安区·西乡,整租·翠湖花园 2室1厅,2500
"ObjectId(""5ef8a8599b57885c8c5fdf47"")",光明区·公明,整租·新地中央 1室0厅,2200
"ObjectId(""5ef8a8679b57885c8c5fdf4e"")",龙岗区·龙岗中心城 距3号线(龙岗线)-吉祥站802m,整租·保利上城 1室1厅,2800
"ObjectId(""5ef8a8689b57885c8c5fdf50"")",宝安区·新安 距5号线(环中线)-灵芝站924m,整租·白金时代 2室2厅 复式,3900
"ObjectId(""5ef8a8689b57885c8c5fdf52"")",龙岗区·布吉街,整租·又一村花园 1室1厅,1800
"ObjectId(""5ef8a8699b57885c8c5fdf54"")",光明区·公明,整租·光明1号 1室1厅,2800
"ObjectId(""5ef8a8699b57885c8c5fdf56"")",南山区·华侨城,整租·陶然居 2室1厅,4900
"ObjectId(""5ef8a8709b57885c8c5fdf5b"")",南山区·南头,整租·荔馨村南山区 1室1厅,4200
"ObjectId(""5ef8a8719b57885c8c5fdf5d"")",龙岗区·坂田,整租·佳华领汇广场 2室1厅,5600
"ObjectId(""5ef8a8719b57885c8c5fdf63"")",坪山区·坪山,整租·坪山招商花园城南区 3室2厅,3700
"ObjectId(""5ef8a8729b57885c8c5fdf65"")",龙华区·龙华中心 距4号线(龙华线)-清湖站902m,整租·保利悦都 5室2厅,8600
"ObjectId(""5ef8a8729b57885c8c5fdf67"")",宝安区·翻身 距5号线(环中线)-翻身站596m,整租·卡罗社区 1室1厅,5600
"ObjectId(""5ef8a87a9b57885c8c5fdf6f"")",南山区·白石洲 距1号线(罗宝线)-世界之窗站925m,整租·中海深圳湾畔花园 4室2厅,14000
"ObjectId(""5ef8a8829b57885c8c5fdf73"")",福田区·八卦岭 距7号线-八卦岭站440m,整租·城市主场 1室1厅,5000
"ObjectId(""5ef8a8829b57885c8c5fdf75"")",宝安区·西乡 距1号线(罗宝线)-西乡站1km,整租·金港华庭 1室1厅,3400
"ObjectId(""5ef8a8839b57885c8c5fdf77"")",南山区·白石洲 距1号线(罗宝线)-世界之窗站1.2km,整租·侨洲花园 1室0厅,3000
"ObjectId(""5ef8a8839b57885c8c5fdf79"")",龙华区·上塘 距4号线(龙华线)-上塘站595m,整租·潜龙曼海宁花园北区 5室2厅,8500
"ObjectId(""5ef8a8839b57885c8c5fdf7b"")",南山区·前海 距9号线-荔林站1.2km,整租·诺德假日花园 3室1厅,6500
"ObjectId(""5ef8a8939b57885c8c5fdf85"")",罗湖区·莲塘,整租·名骏豪庭 2室1厅,4600
"ObjectId(""5ef8a8939b57885c8c5fdf87"")",宝安区·曦城,整租·润科华府 2室2厅,6000
"ObjectId(""5ef8a8939b57885c8c5fdf89"")",南山区·华侨城 距2号线(蛇口线)-侨城北站318m,整租·燕晗山苑 2室1厅,13500
"ObjectId(""5ef8a8939b57885c8c5fdf8b"")",龙岗区·大运新城,整租·中森双子座公馆 3室1厅 复式,3800
"ObjectId(""5ef8a8949b57885c8c5fdf8d"")",宝安区·宝安中心,整租·第五大道高发西岸花园一期 3室1厅,8600
"ObjectId(""5ef8a8949b57885c8c5fdf8f"")",福田区·八卦岭 距9号线-园岭站349m,整租·鹏盛村 1室0厅,2600
"ObjectId(""5ef8a8a19b57885c8c5fdf94"")",罗湖区·黄贝岭,整租·中山花园大厦 3室1厅,7400
"ObjectId(""5ef8a8a19b57885c8c5fdf96"")",罗湖区·百仕达,整租·旭飞华达园 1室1厅,3500
"ObjectId(""5ef8a8a19b57885c8c5fdf99"")",南山区·大学城 距7号线-西丽湖站548m,整租·德意名居一期 2室1厅,5000
"ObjectId(""5ef8a8a29b57885c8c5fdf9b"")",福田区·景田,整租·景田南小区 4室2厅,7800
"ObjectId(""5ef8a8a29b57885c8c5fdf9d"")",龙华区·上塘 距4号线(龙华线)-龙胜站509m,整租·鸿荣源·尚峻 4室1厅,10000
"ObjectId(""5ef8a8a29b57885c8c5fdf9f"")",龙华区·梅林关 距4号线(龙华线)-白石龙站960m,整租·星河盛世 5室2厅,12000
"ObjectId(""5ef8a8b09b57885c8c5fdfa9"")",罗湖区·洪湖,整租·洪湖二街十号大院 3室1厅,6400
"ObjectId(""5ef8a8b09b57885c8c5fdfab"")",龙岗区·坂田 距5号线(环中线)-五和站622m,整租·润创兴时代公寓 1室1厅,3300
"ObjectId(""5ef8a8b19b57885c8c5fdfad"")",福田区·景田 距2号线(蛇口线)-景田站536m,整租·景田北村 1室1厅,3200
"ObjectId(""5ef8a8b19b57885c8c5fdfaf"")",南山区·后海 距9号线-南油站1.1km,整租·蔚蓝海岸3期 4室2厅,12700
"ObjectId(""5ef8a8b19b57885c8c5fdfb1"")",福田区·莲花 距4号线(龙华线)-莲花北站833m,整租·长城盛世家园二期 3室2厅,9500
"ObjectId(""5ef8a8c19b57885c8c5fdfb8"")",龙岗区·坂田 距5号线(环中线)-五和站334m,整租·万科四季花城一期 2室1厅,6400
"ObjectId(""5ef8a8c19b57885c8c5fdfba"")",龙岗区·布吉大芬 距3号线(龙岗线)-大芬站502m,整租·知春里 2室1厅,3600
"ObjectId(""5ef8a8c19b57885c8c5fdfbc"")",坪山区·坪山,整租·京基御景印象三期 4室1厅,3800
"ObjectId(""5ef8a8c29b57885c8c5fdfbe"")",龙岗区·布吉水径 距5号线(环中线)-上水径站1.1km,整租·丽湖花园一期 3室1厅,2600
"ObjectId(""5ef8a8c29b57885c8c5fdfc1"")",南山区·前海 距1号线(罗宝线)-大新站434m,整租·东方银座公馆 1室0厅,5500
"ObjectId(""5ef8a8c99b57885c8c5fdfc7"")",宝安区·松岗 距11号线-松岗站1.1km,整租·中海西岸华府南区 3室2厅,4200
"ObjectId(""5ef8a8c99b57885c8c5fdfc9"")",福田区·福田中心 距1号线(罗宝线)-购物公园站204m,整租·星河国际花园 3室1厅,19000
"ObjectId(""5ef8a8d59b57885c8c5fdfd1"")",龙岗区·布吉大芬 距3号线(龙岗线)-大芬站108m,整租·汇福花园 2室1厅,2550
"ObjectId(""5ef8a8d59b57885c8c5fdfd3"")",福田区·八卦岭,整租·鹏益花园 1室0厅,2600
"ObjectId(""5ef8a8d69b57885c8c5fdfd5"")",福田区·赤尾 距7号线-赤尾站416m,整租·京基御景华城 1室0厅,3300
"ObjectId(""5ef8a8d69b57885c8c5fdfd7"")",龙华区·观澜,整租·美佳华首誉 4室1厅 复式,5000
"ObjectId(""5ef8a8d69b57885c8c5fdfda"")",宝安区·新安,整租·香缤广场 1室1厅,4000
"ObjectId(""5ef8a8d69b57885c8c5fdfdc"")",福田区·华强南 距7号线-赤尾站680m,整租·桐林公寓 1室0厅,3200
"ObjectId(""5ef8a8e19b57885c8c5fdfe1"")",龙岗区·布吉水径 距5号线(环中线)-上水径站710m,整租·万科麓城三期 3室2厅,5700
"ObjectId(""5ef8a8e29b57885c8c5fdfe4"")",龙岗区·横岗 距3号线(龙岗线)-横岗站236m,整租·荣德SPACE 2室1厅,4000
"ObjectId(""5ef8a8e29b57885c8c5fdfe9"")",龙岗区·布吉街 距5号线(环中线)-下水径站750m,整租·阳光花园 1室1厅,3200
"ObjectId(""5ef8a8f19b57885c8c5fdfee"")",龙岗区·龙岗中心城 距3号线(龙岗线)-龙城广场站1.1km,整租·万象天成 2室1厅,3400
"ObjectId(""5ef8a8f19b57885c8c5fdff0"")",罗湖区·清水河 距3号线(龙岗线)-草埔站931m,整租·龙园山庄 3室2厅,6000
"ObjectId(""5ef8a8f19b57885c8c5fdff2"")",南山区·南头,整租·前海东岸 1室1厅,5600
"ObjectId(""5ef8a8f19b57885c8c5fdff4"")",南山区·蛇口 距2号线(蛇口线)-东角头站916m,整租·招东小区 3室1厅,8000
"ObjectId(""5ef8a9029b57885c8c5fe000"")",龙岗区·龙岗中心城 距3号线(龙岗线)-龙城广场站977m,整租·万象天成 1室0厅,1900
"ObjectId(""5ef8a9029b57885c8c5fe005"")",罗湖区·笋岗 距7号线-笋岗站297m,整租·MR.91公馆 1室0厅,3400
"ObjectId(""5ef8a9099b57885c8c5fe00d"")",龙华区·梅林关 距4号线(龙华线)-白石龙站598m,整租·万科金域华府 3室2厅,8000
"ObjectId(""5ef8a90a9b57885c8c5fe010"")",光明区·公明,整租·益田假日府邸 1室1厅,2100
"ObjectId(""5ef8a90a9b57885c8c5fe012"")",南山区·蛇口 距2号线(蛇口线)-东角头站1.2km,整租·水湾1979二期 1室1厅,12000
"ObjectId(""5ef8a91d9b57885c8c5fe022"")",龙岗区·龙岗宝荷,整租·振业峦山谷 1室1厅,2800
"ObjectId(""5ef8a91e9b57885c8c5fe025"")",南山区·蛇口,整租·鲸山觐海 4室2厅,20000
"ObjectId(""5ef8a9299b57885c8c5fe030"")",宝安区·新安,整租·TATA公寓 1室1厅,2900
"ObjectId(""5ef8a92a9b57885c8c5fe034"")",光明区·公明,整租·福盈中央山 4室2厅,4000
"ObjectId(""5ef8a9309b57885c8c5fe038"")",龙岗区·龙岗双龙,整租·朗泓龙园大观 3室2厅,3000
"ObjectId(""5ef8a9309b57885c8c5fe03a"")",罗湖区·螺岭,整租·聚龙大厦 2室1厅,4200
"ObjectId(""5ef8a9319b57885c8c5fe03d"")",南山区·前海 距9号线-荔林站502m,整租·瑞景华庭 2室1厅,5000
"ObjectId(""5ef8a9319b57885c8c5fe03f"")",福田区·沙尾 距7号线-沙尾站541m,整租·全海花园 4室2厅,10000
"ObjectId(""5ef8a9319b57885c8c5fe041"")",宝安区·宝安中心,整租·花样年花郡 1室0厅,3300
"ObjectId(""5ef8a93d9b57885c8c5fe047"")",龙岗区·坪地,整租·中骏四季阳光二期 3室2厅,3300
"ObjectId(""5ef8a93d9b57885c8c5fe049"")",宝安区·西乡,整租·鸿隆广场 2室1厅 复式,3800
"ObjectId(""5ef8a93e9b57885c8c5fe04b"")",龙岗区·布吉关,整租·龙珠花园B区 2室1厅,3300
"ObjectId(""5ef8a93e9b57885c8c5fe04d"")",宝安区·福永,整租·立新湖花园 5室2厅,4500
"ObjectId(""5ef8a93e9b57885c8c5fe04f"")",南山区·后海 距9号线-南油站698m,整租·金海岸大厦 1室1厅,5700
"ObjectId(""5ef8a9489b57885c8c5fe058"")",龙岗区·布吉关 距3号线(龙岗线)-布吉站781m,整租·国展苑 3室1厅,3500
"ObjectId(""5ef8a9499b57885c8c5fe05a"")",光明区·公明,整租·中粮云景国际 3室2厅,4200
"ObjectId(""5ef8a9499b57885c8c5fe05c"")",龙岗区·布吉大芬 距3号线(龙岗线)-大芬站672m,整租·和谐家园 2室1厅,4300
"ObjectId(""5ef8a9599b57885c8c5fe063"")",盐田区·沙头角,整租·上东湾 1室0厅,2100
"ObjectId(""5ef8a9599b57885c8c5fe065"")",龙岗区·坂田,整租·中海日辉台 3室1厅,5300
"ObjectId(""5ef8a9599b57885c8c5fe067"")",龙岗区·坂田,整租·星光之约 2室1厅,4200
"ObjectId(""5ef8a95a9b57885c8c5fe069"")",南山区·南头,整租·麒麟花园A区 1室1厅,5800
"ObjectId(""5ef8a95a9b57885c8c5fe06b"")",福田区·园岭,整租·园岭新村 3室2厅,7300
"ObjectId(""5ef8a9639b57885c8c5fe072"")",龙岗区·坂田,整租·佳华领汇广场king公馆 1室1厅,3600
"ObjectId(""5ef8a9639b57885c8c5fe074"")",龙华区·红山 距4号线(龙华线)-红山站852m,整租·龙光玖钻 2室1厅,4500
"ObjectId(""5ef8a9639b57885c8c5fe076"")",宝安区·新安,整租·风尚时代 2室1厅,3700
"ObjectId(""5ef8a9649b57885c8c5fe078"")",南山区·南山中心 距1号线(罗宝线)-桃园站755m,整租·康乐大厦 1室1厅,3900
"ObjectId(""5ef8a9649b57885c8c5fe07a"")",罗湖区·黄贝岭,整租·中山花园大厦 2室2厅,5600
"ObjectId(""5ef8a9649b57885c8c5fe07c"")",罗湖区·东门 距3号线(龙岗线)-晒布站260m,整租·立新花园 3室1厅,4600
"ObjectId(""5ef8a9709b57885c8c5fe082"")",龙华区·龙华中心,整租·劲力城市明珠 2室1厅,4200
"ObjectId(""5ef8a98c9b57885c8c5fe098"")",南山区·蛇口 距2号线(蛇口线)-海上世界站107m,整租·海滨花园 3室2厅,10000
"ObjectId(""5ef8a9a09b57885c8c5fe0ad"")",罗湖区·莲塘,整租·畔山花园 2室1厅,3800
"ObjectId(""5ef8a9a09b57885c8c5fe0af"")",龙岗区·坂田,整租·信义嘉御山5期 3室1厅,6750
"ObjectId(""5ef8a9a09b57885c8c5fe0b1"")",宝安区·福永,整租·福永花苑 2室2厅,2800
"ObjectId(""5ef8a9a09b57885c8c5fe0b3"")",龙岗区·龙岗中心城 距3号线(龙岗线)-吉祥站194m,整租·风临国际东座 1室0厅,2400
"ObjectId(""5ef8a9a19b57885c8c5fe0b5"")",宝安区·宝安中心,整租·花样年花郡 1室1厅,4000
"ObjectId(""5ef8a9a19b57885c8c5fe0b7"")",罗湖区·百仕达 距3号线(龙岗线)-田贝站578m,整租·旭飞华达园 1室0厅,2550
"ObjectId(""5ef8a9aa9b57885c8c5fe0bc"")",龙岗区·龙岗中心城 距3号线(龙岗线)-爱联站998m,整租·琳珠华庭 1室1厅,2000
"ObjectId(""5ef8a9aa9b57885c8c5fe0bf"")",龙岗区·坂田,整租·佳兆业悦峰 3室2厅,5800
"ObjectId(""5ef8a9ab9b57885c8c5fe0c1"")",福田区·八卦岭,整租·八卦岭宿舍 1室0厅,1900
"ObjectId(""5ef8a9ab9b57885c8c5fe0c3"")",宝安区·宝安中心 距1号线(罗宝线)-宝体站275m,整租·泰华君逸世家 1室1厅,5500
"ObjectId(""5ef8a9ac9b57885c8c5fe0c6"")",宝安区·宝安中心 距5号线(环中线)-宝华站362m,整租·天健时尚空间 2室1厅,4700
"ObjectId(""5ef8a9bb9b57885c8c5fe0cd"")",福田区·竹子林 距1号线(罗宝线)-竹子林站679m,整租·建业小区南区 3室1厅,6600
"ObjectId(""5ef8a9bb9b57885c8c5fe0cf"")",南山区·西丽,整租·桃源村一期 2室1厅,5800
"ObjectId(""5ef8a9bb9b57885c8c5fe0d1"")",南山区·南头,整租·前海东岸 1室0厅,1900
"ObjectId(""5ef8a9bc9b57885c8c5fe0d3"")",龙华区·龙华新区,整租·丰润花园 3室1厅,3800
"ObjectId(""5ef8a9bc9b57885c8c5fe0d5"")",罗湖区·螺岭 距3号线(龙岗线)-晒布站553m,整租·华隆园 1室0厅,2800
"ObjectId(""5ef8a9c89b57885c8c5fe0db"")",福田区·华强北 距2号线(蛇口线)-燕南站99m,整租·宝树台 1室0厅,4200
"ObjectId(""5ef8a9c89b57885c8c5fe0dd"")",龙华区·民治 距5号线(环中线)-民治站1km,整租·潜龙鑫茂花园C区 1室0厅,2100
"ObjectId(""5ef8a9c89b57885c8c5fe0df"")",龙岗区·龙岗中心城,整租·远洋新天地 2室1厅,3300
"ObjectId(""5ef8a9c89b57885c8c5fe0e1"")",南山区·深圳湾,整租·太古城南 3室1厅,10000
"ObjectId(""5ef8a9da9b57885c8c5fe0ec"")",南山区·西丽 距7号线-珠光站374m,整租·朗苑 2室1厅,6250
"ObjectId(""5ef8a9da9b57885c8c5fe0ee"")",龙岗区·平湖,整租·熙璟城 5室2厅,6000
"ObjectId(""5ef8a9da9b57885c8c5fe0f0"")",宝安区·新安 距5号线(环中线)-灵芝站583m,整租·白金酒店公寓 1室1厅,3300
"ObjectId(""5ef8a9da9b57885c8c5fe0f2"")",龙华区·梅林关 距4号线(龙华线)-白石龙站235m,整租·汇龙苑 3室2厅,6800
"ObjectId(""5ef8a9da9b57885c8c5fe0f4"")",南山区·科技园,整租·科苑西住宅小区 1室0厅,2800
"ObjectId(""5ef8a9e89b57885c8c5fe0fb"")",罗湖区·莲塘,整租·鹏兴花园二期 2室1厅,4000
"ObjectId(""5ef8a9e89b57885c8c5fe0fd"")",罗湖区·布心 距3号线(龙岗线)-草埔站274m,整租·紫荆花园 1室1厅,2200
"ObjectId(""5ef8a9e89b57885c8c5fe100"")",龙岗区·布吉关 距5号线(环中线)-百鸽笼站681m,整租·信义金御半山三期 4室2厅,9300
"ObjectId(""5ef8a9e99b57885c8c5fe102"")",福田区·竹子林 距1号线(罗宝线)-侨城东站103m,整租·新浩城花园 2室1厅,8500
"ObjectId(""5ef8a9e99b57885c8c5fe104"")",盐田区·盐田港,整租·佳兆业山海城家园一期 3室1厅,4800
"ObjectId(""5ef8a9e99b57885c8c5fe106"")",罗湖区·螺岭 距2号线(蛇口线)-黄贝岭站562m,整租·凤凰印象 3室1厅,10300
